fips	Elevation	Incidence	weight	Cancer
04003	0.270985170817456	-6.68235606557683	343.154484161289	Lung
04007	-0.175808977005715	-8.19575563799429	226.572284271488	Lung
04009	0.132853989032565	-1.47647894968134	183	Lung
04012	-1.28089333974941	7.88688192150372	140.410113595852	Lung
04013	-0.54436791312536	12.9633357622267	500	Lung
04015	-0.501902717426495	9.57102288173992	393.741031643897	Lung
04019	-0.473452431168056	-1.75048441079477	500	Lung
04021	-0.605746526665879	-4.53017109309884	423.94221304324	Lung
04023	-0.292835985349998	6.89865680777501	195.910693939866	Lung
04025	0.124846737215546	-7.66328687583939	409.28840687222	Lung
04027	-1.2376958842632	13.0013550829623	400.032498679795	Lung
06001	-0.0683187199087125	-3.7373246823286	500	Lung
06005	0.121129496984624	-17.0613322874209	187.349939951952	Lung
06007	-0.423148220662331	5.45495114690797	450.744938962159	Lung
06009	-0.39100462170434	-10.7404207298045	201.380237362061	Lung
06011	-1.19942718982887	22.1520002108848	137.127677731376	Lung
06013	-0.213287618042199	-2.75983416655391	500	Lung
06015	-0.348020731864765	8.31722527562205	165.852343968965	Lung
06017	0.325399970742011	0.974846762784371	397.717236237003	Lung
06019	-0.394270597811254	5.31191005398356	500	Lung
06021	-0.595847730698246	22.8355676491232	162.643782543324	Lung
06023	-0.458382197059194	-1.54102362923826	357.523425805918	Lung
06025	-0.695866429390078	1.16230922593583	377.307566846996	Lung
06027	0.869336004962043	8.68481647010016	133.958948935859	Lung
06029	-0.0999495286444993	0.652057692310207	500	Lung
06031	-0.174037093640311	-6.60596167754847	359.806892652156	Lung
06033	-0.0598812300166839	8.87787564086526	241.472565729525	Lung
06035	0.942402247639602	-14.6092169980339	183.92389730538	Lung
06037	-0.167121914126171	-3.85880194736984	500	Lung
06039	-0.222670266453233	-0.888087608690949	350.868921393731	Lung
06041	-0.631256925184858	-3.54218513946905	498.236891448235	Lung
06043	-0.147151428336793	4.68647233943784	130.881625906771	Lung
06045	-0.364233317912787	-2.91562391446815	293.709039697453	Lung
06047	-0.627482416502513	6.67677494219618	458.861634918414	Lung
06053	-0.54361383180696	2.21284692004306	500	Lung
06055	-0.490822904392645	8.67616183861333	352.53226802663	Lung
06057	-0.0594918351459265	-5.99486208493688	303.369411773831	Lung
06059	-0.880266967687719	11.2860830521698	500	Lung
06061	-0.596421670569677	1.79861422341706	498.396428558632	Lung
06063	0.433553245970872	-6.13166039998396	144.30523206038	Lung
06065	-0.090003308469594	-4.85146094866988	500	Lung
06067	-0.174679347507125	-0.271326350953118	500	Lung
06069	-0.466057834824877	-8.83134285305653	230.724944468516	Lung
06071	0.344783566655201	-1.79081661478178	500	Lung
06073	-0.401033872661017	4.28683135358895	500	Lung
06075	-0.794328383408249	6.33097088903959	500	Lung
06077	-0.36876502406539	3.39109311017485	500	Lung
06079	-0.538093816367626	-3.10642768060524	497.588183139431	Lung
06081	-0.733260154097046	5.36735872194348	500	Lung
06083	-0.567140303895586	1.56677941883922	500	Lung
06085	-0.899345184933441	9.79076210047226	500	Lung
06087	-0.711366433359946	-3.6274758132192	500	Lung
06089	-0.379142877949846	6.77823607554379	404.049501917772	Lung
06093	0.315404233677706	11.3654139780842	210.478027356777	Lung
06095	0.372730544427242	-5.7983844902057	500	Lung
06097	-0.572391713499357	-0.052142025555756	500	Lung
06099	-0.558067424272053	5.5382919861236	500	Lung
06101	-1.00533560895199	11.1396485990279	280.944834442636	Lung
06103	-0.352532494362869	20.5970593689149	236.725579521944	Lung
06105	-0.369266694808804	8.91384901817931	114.113978109608	Lung
06107	-0.658561306065209	5.77124217596943	500	Lung
06109	0.577822553451486	-11.5767754289604	233.454492353435	Lung
06111	-0.552216446411967	2.48996728369668	500	Lung
06113	-0.847063822992858	21.5886983061023	410.682359007542	Lung
06115	-0.479221608400016	29.3406635376683	245.395598982541	Lung
08001	0.807036697249864	2.61477638962482	500	Lung
08003	1.33876298175087	-22.0481827551531	122.335603975294	Lung
08005	0.980786524505365	-0.094992762781328	500	Lung
08013	0.389970351299831	2.8186553344883	500	Lung
08015	1.52879969005933	-18.7401254221846	127.444105395267	Lung
08029	0.744808970910376	-2.35373202351309	166.83524807426	Lung
08031	1.28004987120305	-6.41713274361676	500	Lung
08041	1.47418003953585	-12.6885566404798	500	Lung
08043	1.30933818993642	-7.69061249253191	214.813872922584	Lung
08045	1.03535928001149	-1.436422917816	209.262992428188	Lung
08049	1.53455839019977	-12.5458049397009	111.543713404208	Lung
08051	1.09940742240905	-1.22143350419705	118.135515404979	Lung
08059	0.607730863425092	0.149702236719712	500	Lung
08067	1.05928963130273	-2.84388579906417	212.087246198351	Lung
08069	0.417774782721072	-5.40814643899903	500	Lung
08071	0.542234818831073	3.77101116431371	123.316665540388	Lung
08075	0.765745263168278	-8.28947547690915	143.19217855735	Lung
08077	0.480370527756472	0.492463551604975	340.961874701557	Lung
08081	1.33090939919171	-9.07547014653418	114.821600755259	Lung
08083	1.00705573750061	-2.47140032611685	154.369686143362	Lung
08085	0.87090146603559	4.33396619839023	182.84419597023	Lung
08087	0.464027013854441	-3.24005870896247	164.836282413794	Lung
08089	0.502648586741346	-7.415742027466	142.516665692122	Lung
08097	1.43477113459202	-2.80817357261149	121.950809755409	Lung
08099	0.104510616736885	-4.93729093569145	120.345336428131	Lung
08101	0.925307347589821	-11.352935706606	376.127637910324	Lung
08105	1.5722683295741	-17.5273172027827	111.413643688733	Lung
08107	1.01465342022719	10.5646267915637	142.80406156689	Lung
08123	0.439386112694719	8.62551383920665	425.365724994386	Lung
