elevation_residual	incidence_residual	weight	group	group_type
0.235409261920786	-48.1544111312484	343.154484161289	over_65_lung	Age
-0.177564360709001	-29.1186051445535	226.572284271488	over_65_lung	Age
0.190511531220574	9.30972371274266	183	over_65_lung	Age
-1.27778580693161	13.2004688636781	140.410113595852	over_65_lung	Age
-0.458758079596102	68.161102971721	500	over_65_lung	Age
-0.522248205805009	39.4748482314783	393.741031643897	over_65_lung	Age
-0.451624912703665	-5.95205161942563	500	over_65_lung	Age
-0.615944842208681	-30.450533437493	423.94221304324	over_65_lung	Age
0.160712816208531	-37.472326122619	409.28840687222	over_65_lung	Age
-1.17361225174286	56.5175970610095	400.032498679795	over_65_lung	Age
-0.196048225683577	-16.3687231075964	500	over_65_lung	Age
0.102099104196259	-125.146066459361	187.349939951952	over_65_lung	Age
-0.350290328199916	10.5739955807951	450.744938962159	over_65_lung	Age
-0.381834178105866	-27.9276296582151	201.380237362061	over_65_lung	Age
-1.11868500774151	127.961670897572	137.127677731376	over_65_lung	Age
-0.227385013098245	-7.2613538413478	500	over_65_lung	Age
-0.369916497197154	50.8441875540576	165.852343968965	over_65_lung	Age
0.454522827100722	35.5943869257263	397.717236237003	over_65_lung	Age
-0.337162580100855	27.9106877255365	500	over_65_lung	Age
-0.478114609163984	124.006671729655	162.643782543324	over_65_lung	Age
-0.368038764541473	-18.1383432246532	357.523425805918	over_65_lung	Age
-0.62490308087931	-3.67411739260058	377.307566846996	over_65_lung	Age
0.949436151334928	68.5950037691153	133.958948935859	over_65_lung	Age
-0.0998573797670229	-6.03269639716025	500	over_65_lung	Age
-0.235541138331108	-59.9244633223237	359.806892652156	over_65_lung	Age
-0.0575868127190154	55.2269252447405	241.472565729525	over_65_lung	Age
0.794997919618478	-45.0224682747919	183.92389730538	over_65_lung	Age
-0.176425883997482	-23.0593198397644	500	over_65_lung	Age
-0.191824222683252	1.19673610212864	350.868921393731	over_65_lung	Age
-0.484127198897634	-15.5128873912781	498.236891448235	over_65_lung	Age
-0.135771796943053	-50.0715577108183	130.881625906771	over_65_lung	Age
-0.276643891955188	-31.5336945383746	293.709039697453	over_65_lung	Age
-0.597805607356152	50.7942704974317	458.861634918414	over_65_lung	Age
-0.446544995828662	14.4573453341962	500	over_65_lung	Age
-0.363002436513474	56.5479712381118	352.53226802663	over_65_lung	Age
0.0285358686245688	-15.7255705435368	303.369411773831	over_65_lung	Age
-0.709625599936502	63.9269247331528	500	over_65_lung	Age
-0.473063438098691	19.6590350706279	498.396428558632	over_65_lung	Age
0.450236970937639	-38.0586353663168	144.30523206038	over_65_lung	Age
-0.0956404043274885	-26.9651691691952	500	over_65_lung	Age
-0.258207759659169	-2.6948270705278	500	over_65_lung	Age
-0.33004297960172	-48.691656944328	230.724944468516	over_65_lung	Age
0.304506051364471	-5.43803245413092	500	over_65_lung	Age
-0.34084134410569	25.0270100409967	500	over_65_lung	Age
-0.77007620042976	25.9158388182274	500	over_65_lung	Age
-0.377824292697157	21.9438093632615	500	over_65_lung	Age
-0.45308404259489	-22.9629683779421	497.588183139431	over_65_lung	Age
-0.610575289591036	31.8547357772987	500	over_65_lung	Age
-0.425571701646108	3.91964887012535	500	over_65_lung	Age
-0.731818063812384	43.8788243759272	500	over_65_lung	Age
-0.564260522060387	-28.7179771551335	500	over_65_lung	Age
-0.328363385729637	50.1961649547488	404.049501917772	over_65_lung	Age
0.361461933961866	43.2856463681075	210.478027356777	over_65_lung	Age
0.20297911910324	-24.1533431991682	500	over_65_lung	Age
-0.452888602337742	-1.42722025232427	500	over_65_lung	Age
-0.483427619394503	23.1675981940718	500	over_65_lung	Age
-0.953300538146687	75.7290852853315	280.944834442636	over_65_lung	Age
-0.300407967808031	126.818829002911	236.725579521944	over_65_lung	Age
-0.381046201716796	22.5673589799561	114.113978109608	over_65_lung	Age
-0.55483353935848	26.833928550338	500	over_65_lung	Age
0.608116395997773	-106.317842258819	233.454492353435	over_65_lung	Age
-0.406334790441423	14.120866912817	500	over_65_lung	Age
-0.666606142112342	116.026091769088	410.682359007542	over_65_lung	Age
-0.476327991815013	184.017865021031	245.395598982541	over_65_lung	Age
0.837945015853355	16.9169248125001	500	over_65_lung	Age
0.978840241017678	5.23179838755306	500	over_65_lung	Age
0.578920517612694	20.746450884939	500	over_65_lung	Age
0.801509531870709	7.45682525265631	166.83524807426	over_65_lung	Age
1.20745065300074	-34.586525228036	500	over_65_lung	Age
1.45949561352045	-68.1032053114222	500	over_65_lung	Age
1.26334319124841	-51.8013747522725	214.813872922584	over_65_lung	Age
1.14365020632016	11.0449684821925	209.262992428188	over_65_lung	Age
0.728113811938403	-0.663104384102974	500	over_65_lung	Age
1.19676494364283	20.6076230978556	212.087246198351	over_65_lung	Age
0.54926640192478	-37.2018297428836	500	over_65_lung	Age
0.551846091548854	-1.83167125763331	340.961874701557	over_65_lung	Age
1.11212329514219	-42.5555301684161	154.369686143362	over_65_lung	Age
0.970871284443159	31.2885475295853	182.84419597023	over_65_lung	Age
0.576781759084506	-29.1616067761924	164.836282413794	over_65_lung	Age
0.586385632205201	-55.5137673476563	142.516665692122	over_65_lung	Age
0.999796526447427	-92.7432890906678	376.127637910324	over_65_lung	Age
0.57168915084315	48.8233587501291	425.365724994386	over_65_lung	Age
0.179173345127103	29.3131634134628	500	over_65_lung	Age
0.360709274738983	-51.5646920408419	274.890887444455	over_65_lung	Age
0.76147924115084	-70.5177066424663	204.2914584607	over_65_lung	Age
0.104477518477528	-60.5203241331823	191.924464308227	over_65_lung	Age
0.653658069507859	-81.8375996391906	287.266426858413	over_65_lung	Age
0.244656472569439	-48.7171592151867	362.547927866096	over_65_lung	Age
0.199233068969305	-66.5068332450901	146.342065039414	over_65_lung	Age
0.20094987940522	0.992410716128965	123.211200789539	over_65_lung	Age
0.0295209854743261	-43.2240194691437	124.543165207891	over_65_lung	Age
0.823281823915833	-8.48007937981524	135.432640083549	over_65_lung	Age
0.0901324569925991	-34.7350157160034	329.674081480483	over_65_lung	Age
-0.43468664577449	-6.04475909148117	186.909068800848	over_65_lung	Age
-0.328996252740077	16.8463821865103	193.416648714634	over_65_lung	Age
0.0313535660252936	48.5130630470994	143.450339839263	over_65_lung	Age
0.343853380883498	64.4134002505005	117.349904132896	over_65_lung	Age
0.698450661860025	-35.4348674262444	253.542895778998	over_65_lung	Age
0.269454133109392	57.6635601176315	283.473102780493	over_65_lung	Age
0.425589717026011	-25.324352512339	272.893752218698	over_65_lung	Age
0.356869520806805	25.1645317479455	260.443851914381	over_65_lung	Age
0.15386722773993	56.6204781547373	129.123971438304	over_65_lung	Age
0.294786957395884	124.067113878238	236.042369078096	over_65_lung	Age
0.214188164189844	39.8968134955279	137.247950804374	over_65_lung	Age
-0.0351277856715764	81.997742132533	309.51898164733	over_65_lung	Age
0.797827570488691	-62.2156190682456	125.275695966935	over_65_lung	Age
0.24832083434234	-74.7285628393291	189.921036222952	over_65_lung	Age
0.41735809088507	-137.792681509988	101.128630960772	over_65_lung	Age
0.594607598349322	-36.1741320962075	186.026879778165	over_65_lung	Age
0.540110967721063	27.9068102014995	359.655390617185	over_65_lung	Age
0.692527524424305	112.555481550187	154.861228201251	over_65_lung	Age
0.296078835923203	17.1115823983891	500	over_65_lung	Age
0.598239890554349	20.3926422498961	203.123115375872	over_65_lung	Age
0.518722898976976	98.9359955354058	212.816822643324	over_65_lung	Age
0.580177197333188	37.3047083265824	126.9094165143	over_65_lung	Age
0.75956733723344	21.5537484325027	185.744448100071	over_65_lung	Age
0.54205234368082	43.681002586957	500	over_65_lung	Age
0.835751803343884	-59.1001058887187	500	over_65_lung	Age
0.427893226680611	8.149831636098	247.753910160869	over_65_lung	Age
0.57343932367593	21.7910036851167	212.235718011837	over_65_lung	Age
0.301342382175183	10.3844474658108	417.949757746072	over_65_lung	Age
0.334051090038403	-5.00336511387964	227.283963358614	over_65_lung	Age
0.769271861588716	-58.7372162489006	187.701891306401	over_65_lung	Age
0.395554127740254	34.1696750477402	235.607724830915	over_65_lung	Age
0.659885877279291	-86.8783966915232	139.323364874668	over_65_lung	Age
0.545759944761521	23.2096073428161	158.16447135814	over_65_lung	Age
0.592159337265762	-11.0653696989902	249.595673039418	over_65_lung	Age
0.558382210814297	126.202229086877	100.772019926168	over_65_lung	Age
0.722365010233292	68.9622540345471	134.231143927183	over_65_lung	Age
1.021281880504	-66.627580965483	299.846627461441	over_65_lung	Age
0.829873780932627	-60.6462945101838	173.568430309201	over_65_lung	Age
1.0265181763362	-47.5468217282526	359.571967761671	over_65_lung	Age
0.688005254350964	-55.1514282175515	115.195486022674	over_65_lung	Age
1.30471494177577	-80.3707151012768	173.144448366097	over_65_lung	Age
1.19324374951122	-25.1370870004261	130.042300810159	over_65_lung	Age
0.902399040645754	-1.98591315860743	257.21975040809	over_65_lung	Age
0.0538159919476883	5.54062367223108	129.387016350173	over_65_lung	Age
-0.607139658234169	92.2306734438354	279.558580623096	over_65_lung	Age
-0.686863283437342	1.10413985669621	500	over_65_lung	Age
-0.612475679335372	53.75665577347	188.759105740624	over_65_lung	Age
-0.572020848464439	123.070744308659	208.710325571113	over_65_lung	Age
-0.751764379813328	24.4074381820591	250.557378658063	over_65_lung	Age
0.401615534112709	-18.4009843856964	138.499097469984	over_65_lung	Age
-0.703934229002793	9.04474979661172	145.385693931693	over_65_lung	Age
0.400762479839386	-23.7329633681117	339.657180109592	over_65_lung	Age
-0.513041252301825	4.65022352957111	316.85801236516	over_65_lung	Age
-0.514837272007516	81.3206220731874	142.867071083578	over_65_lung	Age
-0.105077188113984	-13.8659181110593	425.756972931742	over_65_lung	Age
0.011402357090518	54.9821451298315	137.873130087048	over_65_lung	Age
-0.260466386668094	10.8180329997508	275.183575091247	over_65_lung	Age
0.477852113053328	32.4093168253373	252.537125983488	over_65_lung	Age
-0.683639288921488	24.3225860486599	500	over_65_lung	Age
-0.709542334671177	-15.8775603595071	210.900450449969	over_65_lung	Age
-0.576735902503185	-27.0672662822256	321.043610744709	over_65_lung	Age
-0.0455055008786233	5.16489945723084	177.806074136965	over_65_lung	Age
-0.424864145667931	-2.20044205653527	500	over_65_lung	Age
-0.469834527851447	18.0646127438406	104.857045542968	over_65_lung	Age
-0.484352397239518	62.6669616950831	500	over_65_lung	Age
-0.575997604630366	-6.46898011767934	249.759884689275	over_65_lung	Age
-0.872542796438498	27.213117454644	157.702251093635	over_65_lung	Age
-0.317068638259843	-43.2077334712551	265.608734796128	over_65_lung	Age
0.403730093352573	-83.2635010888682	156.620560591514	over_65_lung	Age
-0.522855772268702	163.340740869003	154.243314279744	over_65_lung	Age
-0.833154212675776	49.8485044823843	500	over_65_lung	Age
-0.512846326820357	11.7516074238721	291.533874532618	over_65_lung	Age
0.603039717593844	-151.380020036428	206.748639656952	over_65_lung	Age
0.712457160766578	-107.494838554647	488.870125902575	over_65_lung	Age
1.17632887072371	-106.200229164437	183.790641763937	over_65_lung	Age
0.613043101380646	-79.0788621012263	500	over_65_lung	Age
1.08266941240849	-106.301946198207	201.829135656872	over_65_lung	Age
0.607321443258504	-41.5855092402801	158.820653568735	over_65_lung	Age
0.464233221672612	-35.1372050731341	500	over_65_lung	Age
0.0867657185033474	-114.75652958526	300.589420971531	over_65_lung	Age
0.505017258127404	-118.208376598493	443.320425877265	over_65_lung	Age
-1.0676355165985	23.4927069018033	143.356199726416	over_65_lung	Age
